filename,length,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label
funk.00100.wav,661500,0.3381878,0.08526962,0.24511728,0.006965943,2424.176594,485558.6465,2536.245154,171148.3528,5358.950928,2284043.691,0.109835693,0.002106619,7.28E-07,0.03813799,3.38E-06,0.014995031,112.3471467,-39.562214,3512.9558,85.451225,718.4516,4.2439423,310.1995,21.1969,213.72946,-0.1892824,125.5581,14.9433975,74.71023,-8.141651,67.06014,2.6658368,66.70111,-7.2350907,67.490814,4.4592543,67.09123,-6.5393066,66.07796,1.9461689,77.98315,-0.9479134,75.97553,1.8706332,94.76034,-3.663294,69.138824,1.559063,92.7398,-4.1992474,67.47206,-3.437559,49.26802,-6.1591587,72.684166,-0.76593417,119.736084,0
funk.00101.wav,661500,0.37411648,0.09712057,0.16316122,0.009830765,1997.676239,446610.9066,2237.731513,123684.2755,4419.423276,1693150.028,0.083830937,0.002143779,1.74E-06,0.01264746,-4.97E-06,0.013763492,129.1992188,-131.7319,2775.214,90.259,634.14276,0.8446334,257.33984,50.032173,229.71991,-1.8375783,158.44354,16.842167,168.27583,-0.16193742,125.60534,13.863327,106.965416,3.6632183,109.123695,11.525987,122.652504,6.017336,129.07285,0.085539736,96.14203,-4.0254507,115.426445,-2.56389,79.687546,-6.423144,53.69918,0.34442088,52.75277,-2.593846,42.052505,-0.55226696,82.49035,-1.16949,110.6116,2.9822702,78.99001,0
funk.00102.wav,661500,0.47801852,0.073377945,0.17511435,0.000378404,2196.785926,186504.1645,2033.117981,65613.75393,4466.172994,544568.4436,0.11306621,0.001390657,7.85E-06,0.020014284,8.86E-06,0.004134794,92.28515625,-56.231266,1898.712,103.422615,569.27625,-32.64311,373.44177,62.587547,153.23364,-12.310064,75.91989,18.296741,61.60587,-12.126303,50.770584,11.415426,39.634663,-7.7389054,40.89886,2.0098724,34.83264,-8.142425,47.690132,6.6711802,36.57885,-1.2308365,55.92725,2.4289422,56.522186,-1.1083351,49.147198,3.5875304,38.330635,-3.1701367,41.74404,1.6154537,31.978128,-4.655849,58.919468,-0.14535473,30.081518,0
funk.00103.wav,661500,0.3671926,0.08184151,0.25741747,0.001904199,2251.650879,89773.48813,2406.094925,64067.92852,4753.129592,838858.8814,0.108357243,0.000627884,-1.08E-05,0.037698954,-0.000184645,0.012481204,95.703125,-0.8769202,542.14484,96.66269,154.52411,-13.475795,172.32655,17.189768,89.572975,2.0341256,81.09493,7.324338,63.575874,-6.3010626,47.26145,2.8184505,43.628883,-4.6198564,43.87648,4.4097977,48.230633,-0.47134757,56.43658,1.7676,45.878674,-0.9854654,47.36509,-0.052737918,45.797886,-4.009869,56.565815,5.2872257,52.116436,4.03265,46.31968,1.9438076,47.465202,-5.753498,49.46602,-0.16479512,57.761127,0
funk.00104.wav,661500,0.3779655,0.08073039,0.18867688,0.00155029,2254.590019,140112.3372,2062.064398,57556.23277,4475.789602,664911.3012,0.137415269,0.000945388,-5.02E-06,0.02280729,8.39E-06,0.006187943,135.9991776,-43.121895,1617.4993,95.41301,386.5252,-39.30621,252.69267,31.961262,138.13727,-4.7532773,136.05257,26.206013,118.28611,-10.722375,93.651924,13.181749,94.27033,-4.5727344,95.99777,6.310783,103.1194,-3.2419202,76.33635,-0.2877545,59.391754,-6.565757,59.69183,-2.7356684,55.585598,-5.390358,64.53307,2.6143346,51.429832,-2.252253,50.449425,0.93919784,59.64082,-2.8554153,59.65105,1.0474602,98.30214,0
funk.00105.wav,661500,0.4447112,0.09212501,0.24436606,0.010389201,2267.983246,660669.5899,2620.57062,149054.0385,5234.551681,2524171.6,0.080609868,0.002711052,-9.88E-06,0.02325312,-0.000611175,0.028192606,112.3471467,-62.665146,2893.214,89.75089,699.7902,16.011534,420.14764,30.780935,208.14125,2.735441,83.02703,14.91155,73.0401,-0.7172559,74.156296,4.915058,58.38341,-0.5774307,54.112034,4.7666454,56.515625,-0.7061682,72.3496,4.5803475,77.45287,-3.2346694,54.42636,-0.7286795,44.317833,-6.731443,40.630486,1.8701155,41.987434,-8.357425,34.158485,2.2307816,36.975082,-5.3954988,28.945616,-1.4973234,32.45399,0
funk.00106.wav,661500,0.48879328,0.07179426,0.30074346,0.009344306,2508.096554,644794.8942,2579.083564,190356.4469,5389.975741,2669034.832,0.10502771,0.004057303,-6.55E-05,0.050199088,0.000508726,0.021740884,117.4538352,-1.2432317,1309.1094,87.04268,1092.9159,-3.109477,335.3143,25.0636,171.68968,2.1061206,105.892654,8.603036,80.18257,2.254445,95.73646,2.315982,64.98975,-2.7543783,46.95245,6.9827075,63.33538,3.2085574,40.626835,6.904454,41.651237,4.046112,41.87699,4.214854,34.04111,-1.5611658,32.947304,3.9481635,30.80883,-2.5293517,34.996105,0.69518805,35.218246,0.62285537,41.463554,2.8121517,48.43776,0
funk.00107.wav,661500,0.42930472,0.07945347,0.26760632,0.007140684,2539.353774,486981.6543,2809.606489,135264.4347,5847.472974,2695289.419,0.094578415,0.002177498,-1.11E-06,0.03259387,-0.000359227,0.02072652,117.4538352,-19.878975,2750.6907,86.14513,735.9651,17.431023,510.42032,21.080627,192.7863,5.0777826,124.277016,3.9961693,99.25593,-2.683104,59.367676,2.9404395,63.57698,-1.1459244,47.67053,5.6838455,43.537525,-3.239322,48.36482,2.860637,43.39222,0.6686518,57.817707,5.099128,48.62128,-2.199389,36.755722,4.215258,31.866035,-1.4600482,33.40843,0.90339553,26.485022,-1.9088758,31.221231,2.1040175,41.31471,0
funk.00108.wav,661500,0.3458616,0.089491084,0.23075463,0.009089225,1925.190428,327528.2708,2199.525715,196724.5217,4174.333092,1852083.585,0.076279962,0.000923186,-4.23E-07,0.021395527,-0.000682265,0.02417335,123.046875,-62.088818,3461.7532,106.95581,734.2361,-8.613602,437.61725,31.797731,167.59734,1.5893067,98.49863,16.937092,68.83734,0.120115295,80.68789,2.6730278,52.8892,-6.6478934,52.615723,1.1784031,52.710102,-5.6440516,52.152054,-2.675446,56.232586,-6.6546392,57.687023,-3.220606,59.129185,-6.4941616,58.05481,-2.8371081,57.24359,-5.4873896,55.78654,-2.1692455,69.70381,-3.882536,76.77338,3.1885934,85.293816,0
funk.00109.wav,661500,0.4039371,0.086182155,0.30061936,0.00673676,1905.308803,284520.2047,2075.822424,139990.7292,4017.409041,1449768.328,0.087329782,0.001867055,1.86E-05,0.04959273,-0.001067919,0.022428399,103.359375,-28.217075,2582.0303,110.567726,801.87946,-21.677046,405.82233,22.329153,212.13583,-3.4603019,180.55371,22.827065,119.403206,4.4637547,82.25414,5.7443047,59.196594,5.437503,99.21223,9.632908,93.69015,0.81316316,73.88372,6.4492235,105.84636,2.0171456,76.92332,3.5618174,57.91452,0.8639607,63.645367,4.9260974,74.793045,2.3995736,77.06234,7.9862494,67.619774,-0.30365926,53.067593,-2.132656,58.805244,0
